threads,particles,numb_timestep,size_timestep
2,1000,10000,4.918538e+01
2,1000,10000,5.039083e+01
2,1000,10000,5.125593e+01
2,1000,10000,5.009680e+01
2,1000,10000,4.979996e+01
2,1000,10000,4.917636e+01
2,1000,10000,4.973731e+01
4,10,10,2.510200e-04
4,10,10,2.832300e-04
4,10,10,3.903400e-04
4,10,10,3.249880e-04
4,10,10,3.173840e-04
4,10,10,2.676110e-04
4,10,10,2.348200e-04
4,10,10,4.007800e-04
4,10,10,4.836950e-04
4,10,10,3.405180e-04
4,10,100,7.540620e-04
4,10,100,6.608270e-04
4,10,100,5.166770e-04
4,10,100,4.812510e-04
4,10,100,4.014220e-04
4,10,100,4.173610e-04
4,10,100,5.984500e-04
4,10,100,4.942750e-04
4,10,100,3.881470e-04
4,10,100,5.466230e-04
4,10,1000,3.023540e-03
4,10,1000,2.786526e-03
4,10,1000,2.624212e-03
4,10,1000,2.381648e-03
4,10,1000,2.555404e-03
4,10,1000,2.773352e-03
4,10,1000,2.745800e-03
4,10,1000,2.589417e-03
4,10,1000,2.638559e-03
4,10,1000,2.492146e-03
4,10,10000,2.575958e-02
4,10,10000,2.585471e-02
4,10,10000,2.522470e-02
4,10,10000,2.503852e-02
4,10,10000,2.427832e-02
4,10,10000,2.624424e-02
4,10,10000,2.381665e-02
4,10,10000,2.415270e-02
4,10,10000,2.508885e-02
4,10,10000,2.497584e-02
4,100,10,4.711320e-04
4,100,10,8.469750e-04
4,100,10,6.315730e-04
4,100,10,7.492230e-04
4,100,10,7.802100e-04
4,100,10,7.120430e-04
4,100,10,4.579970e-04
4,100,10,4.555730e-04
4,100,10,4.490800e-04
4,100,10,5.172180e-04
4,100,100,4.099133e-03
4,100,100,3.755420e-03
4,100,100,3.449938e-03
4,100,100,3.774846e-03
4,100,100,3.567989e-03
4,100,100,3.191955e-03
4,100,100,3.229135e-03
4,100,100,3.309025e-03
4,100,100,2.943430e-03
4,100,100,3.701729e-03
4,100,1000,3.792976e-02
4,100,1000,2.875931e-02
4,100,1000,3.715403e-02
4,100,1000,4.031288e-02
4,100,1000,2.988805e-02
4,100,1000,3.618083e-02
4,100,1000,4.484459e-02
4,100,1000,3.029352e-02
4,100,1000,2.927985e-02
4,100,1000,3.875713e-02
4,100,10000,3.984298e-01
4,100,10000,4.017053e-01
4,100,10000,4.050869e-01
4,100,10000,3.771483e-01
4,100,10000,4.024525e-01
4,100,10000,3.868250e-01
4,100,10000,3.945857e-01
4,100,10000,3.558577e-01
4,100,10000,3.399923e-01
4,100,10000,3.647128e-01
4,1000,10,2.349520e-02
4,1000,10,3.040740e-02
4,1000,10,3.034873e-02
4,1000,10,2.446073e-02
4,1000,10,2.730501e-02
4,1000,10,2.366858e-02
4,1000,10,2.322854e-02
4,1000,10,4.081294e-02
4,1000,10,3.458313e-02
4,1000,10,2.424066e-02
4,1000,100,3.242342e-01
4,1000,100,2.986933e-01
4,1000,100,2.897227e-01
4,1000,100,3.064860e-01
4,1000,100,3.472243e-01
4,1000,100,3.370054e-01
4,1000,100,2.796129e-01
4,1000,100,3.857519e-01
4,1000,100,2.951112e-01
4,1000,100,3.654987e-01
4,1000,1000,3.470188e+00
4,1000,1000,3.547684e+00
4,1000,1000,3.380932e+00
4,1000,1000,3.753912e+00
4,1000,1000,3.452033e+00
4,1000,1000,3.534060e+00
4,1000,1000,3.261735e+00
4,1000,1000,3.455422e+00
4,1000,1000,3.603646e+00
4,1000,1000,3.442793e+00
4,1000,10000,3.413502e+01
4,1000,10000,3.538756e+01
4,1000,10000,3.628645e+01
4,1000,10000,3.640235e+01
4,1000,10000,3.664309e+01
4,1000,10000,3.740369e+01
4,1000,10000,4.130079e+01
4,1000,10000,4.145082e+01
4,1000,10000,3.843557e+01
4,1000,10000,3.769938e+01
